reference,value,footprint,manufacturer,manufacturer_part,supplier_number,physical_pin,pin_function,pin_type,connected_net,functional_block,model_category,model_file,model_subcircuit,model_terminal_order,model_confidence,simulation_status
R92,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(U23-IN+),external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R93,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,1,1_1,passive,V_Stim_Cmd,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R93,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,2,2_2,passive,Net-(U23-IN+),external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R94,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,1,1_1,passive,VREF_1V024,power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R94,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,2,2_2,passive,Net-(U23-IN-),power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R95,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,V_Stim_Drive,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R95,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(U23-IN-),external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R96,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0747KL,C93943,1,1_1,passive,V_Stim_Drive,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R96,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0747KL,C93943,2,2_2,passive,Vm_Int,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
RV1,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,1,1_1,passive,GNDREF,membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV1,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,2,2_2,passive,/V_Leak_ref,membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV1,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,3,3_3,passive,V_Leak_Ref_Max,membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV2,50kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B503,C128148,1,1_1,passive,Net-(R35-Pad1),membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV2,50kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B503,C128148,2,2_2,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV2,50kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B503,C128148,3,3_3,passive,V_Leak,membrane leak and integration,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV3,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,1,1_1,passive,Vw,adaptation,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV3,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,2,2_2,passive,Vw,adaptation,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV3,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,3,3_3,passive,Net-(R40-Pad1),adaptation,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV4,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,1,1_1,passive,GNDREF,membrane capacitance selector,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV4,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,2,2_2,passive,Vsel,membrane capacitance selector,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV4,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,3,3_3,passive,VDD,membrane capacitance selector,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV5,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,1,1_1,passive,Net-(R82-Pad2),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV5,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,2,2_2,passive,Net-(R82-Pad2),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV5,100kΩ,Maxime:RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B104,C128149,3,3_3,passive,VREF_1V024,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV6,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,1,1_1,passive,GNDREF,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV6,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,2,2_2,passive,Net-(U1D-VINA+),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV6,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,3,3_3,passive,VREF_2V048,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV7,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,1,1_1,passive,GNDREF,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV7,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,2,2_2,passive,Net-(U1A-VINB+),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV7,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,3,3_3,passive,VREF_2V048,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV8,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,1,1_1,passive,GNDREF,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV8,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,2,2_2,passive,Net-(U3B-VINC+),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV8,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,3,3_3,passive,VREF_2V048,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV9,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,1,1_1,passive,GNDREF,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV9,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,2,2_2,passive,Net-(U3C-VIND+),power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
RV9,1MΩ,RES-ADJ-SMD_G43BT,TOCOS(东高志),G43BT-B105,C128152,3,3_3,passive,VREF_2V048,power and precision references,ordinary passive instantiated directly,,,,high,three-terminal potentiometer split at physical wiper
SW1,K3-1260D-L1,Maxime:SW-TH_K3-1260D-L1,韩国韩荣,K3-1260D-L1,C92657,1,1_1,passive,+BATT,power and precision references,datasheet-derived electrical model,,,,medium,power switch contact resistance and selectable state
SW1,K3-1260D-L1,Maxime:SW-TH_K3-1260D-L1,韩国韩荣,K3-1260D-L1,C92657,2,2_2,passive,VDD,power and precision references,datasheet-derived electrical model,,,,medium,power switch contact resistance and selectable state
SW1,K3-1260D-L1,Maxime:SW-TH_K3-1260D-L1,韩国韩荣,K3-1260D-L1,C92657,3,3_3,passive+no_connect,unconnected-(SW1-Pad3),power and precision references,datasheet-derived electrical model,,,,medium,power switch contact resistance and selectable state
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,1,VOUTA_1,passive,V_Syn1_Set,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,2,VINA-_2,passive,V_Syn1_Set,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,3,VINA+_3,passive,Net-(U1D-VINA+),signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,4,VDD_4,passive,VDD,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,5,VINB+_5,passive,Net-(U1A-VINB+),signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,6,VINB-_6,passive,V_Syn2_Set,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,7,VOUTB_7,passive,V_Syn2_Set,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,8,VOUTC_8,passive,Vw_buff,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,9,VINC-_9,passive,Vw_buff,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,10,VINC+_10,passive,Vw,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,11,VSS_11,passive,GNDREF,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,12,VIND+_12,passive,Net-(U1C-VIND+),signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,13,VIND-_13,passive,Net-(U1C-VIND-),signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U1,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,14,VOUTD_14,passive,/V_Syn_Drive,signed synapses,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,1,VOUTA_1,passive,/Adapt_Kick_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,2,VINA-_2,passive,/Adapt_Kick_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,3,VINA+_3,passive,AP,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,4,VDD_4,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,5,VINB+_5,passive,V_Reset_Ref,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,6,VINB-_6,passive,/Reset_Injection_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,7,VOUTB_7,passive,/Reset_Injection_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,8,VOUTC_8,passive,V_Peak_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,9,VINC-_9,passive,V_Peak_Drive,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,10,VINC+_10,passive,V_Peak_Ref,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,11,VSS_11,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,12,VIND+_12,passive,Net-(U2C-VIND+),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,13,VIND-_13,passive,Net-(U2C-VIND-),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U2,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,14,VOUTD_14,passive,/Adapt,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,1,VOUTA_1,passive,V_Leak,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,2,VINA-_2,passive,V_Leak,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,3,VINA+_3,passive,/V_Leak_ref,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,4,VDD_4,passive,VDD,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,5,VINB+_5,passive,VREF_2V048,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,6,VINB-_6,passive,V_Leak_Ref_Max,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,7,VOUTB_7,passive,V_Leak_Ref_Max,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,8,VOUTC_8,passive,V_Syn3_Set,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,9,VINC-_9,passive,V_Syn3_Set,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,10,VINC+_10,passive,Net-(U3B-VINC+),power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,11,VSS_11,passive,GNDREF,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,12,VIND+_12,passive,Net-(U3C-VIND+),power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,13,VIND-_13,passive,V_Syn4_Set,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U3,MCP6004T-I/ST,Maxime:TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,MICROCHIP(美国微芯),MCP6004T-I/ST,C50282,14,VOUTD_14,passive,V_Syn4_Set,power and precision references,official vendor SPICE model,models\compatible\MCP6001_ngspice.lib,MCP6001,1 2 3 4 5,high,installed vendor/model source
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,1,OUTA_1,passive,S0,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,2,INA-_2,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,3,INA+_3,passive,T1,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,4,VCC_4,passive,VDD,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,5,INB+_5,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,6,INB-_6,passive,T1,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,7,OUTB_7,passive,S1,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,8,OUTC_8,passive,S1,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,9,INC-_9,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,10,INC+_10,passive,T2,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,11,VEE_11,passive,GNDREF,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,12,IND+_12,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,13,IND−_13,passive,T4,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U4,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,14,OUTD_14,passive,S4,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,1,OUTA_1,passive,S2,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,2,INA-_2,passive,T2,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,3,INA+_3,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,4,VCC_4,passive,VDD,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
